Id,SalePrice
1461,124958.98772343011
1462,155835.3821904771
1463,168135.66687463323
1464,176768.30195027715
1465,205814.29322227143
1466,174589.6944273076
1467,155211.89612000724
1468,165327.30402011136
1469,193803.4992372708
1470,116132.91145540841
1471,190532.59812140098
1472,97437.70928306977
1473,96786.56143167098
1474,153379.64440451414
1475,116883.05716526594
1476,387629.60094458103
1477,242912.834573762
1478,335458.71702253324
1479,339111.0749575155
1480,450785.40774595906
1481,302286.6756479693
1482,206286.74127109806
1483,175242.80457323795
1484,159459.07984473018
1485,166472.25506332752
1486,199554.06863810762
1487,338327.6136177432
1488,259635.62487461724
1489,198228.67388482724
1490,205135.88745725286
1491,200488.1350826278
1492,123286.06165576985
1493,176507.27351742217
1494,312606.10717087635
1495,282566.64007665974
1496,235481.84172167262
1497,188498.141223261
1498,154124.4146412586
1499,142073.7811918271
1500,139199.89275336202
1501,178973.69235442992
1502,140384.76457549288
1503,242799.93186181865
1504,235843.6118539265
1505,221465.01135143527
1506,175165.23832752646
1507,220307.8029192817
1508,200845.89846540062
1509,165061.36831942358
1510,154860.87649706806
1511,156307.09504271322
1512,169929.20569547417
1513,162553.82018789582
1514,143523.08951375313
1515,196276.19035463777
1516,172368.17677362342
1517,142281.02329587855
1518,150369.61186863185
1519,201736.98085852995
1520,139024.17056765888
1521,146827.52645732244
1522,167437.74261356468
1523,118361.592706429
1524,116696.86340747098
1525,127452.9107813416
1526,139084.54866312628
1527,96680.56940900488
1528,131221.13365500438
1529,147583.1036297484
1530,164896.2457300947
1531,108557.41678272668
1532,101521.57941900783
1533,157697.3229369227
1534,112382.79207156764
1535,141750.5964489031
1536,126277.92874072772
1537,93203.03553416785
1538,174180.59348889446
1539,182410.07549645466
1540,118643.49590051833
1541,151324.29426974233
1542,133138.66945222593
1543,190557.62119046974
1544,97608.43575338383
1545,112873.35199129216
1546,126009.35447519952
1547,127222.26248668936
1548,128790.38923820926
1549,111010.27167807244
1550,146137.0057953053
1551,120383.9625625304
1552,126726.61894465689
1553,147746.94052178157
1554,111963.17017602824
1555,171149.82815664093
1556,130361.9422962079
1557,115861.32220677975
1558,105816.03085495054
1559,120377.5633444973
1560,139519.42166201776
1561,130501.91990458537
1562,125132.22849898988
1563,123565.33503582304
1564,158929.6217623711
1565,148977.79882822259
1566,220069.40984970855
1567,99574.32540679895
1568,214772.74461253287
1569,125036.39612731605
1570,125628.48283711645
1571,126492.28295756265
1572,141415.54415681533
1573,208599.00841770586
1574,154025.931487123
1575,195082.7225460577
1576,216819.23667989485
1577,191536.06141686696
1578,161525.18103428913
1579,134011.04688682954
1580,191451.38391290887
1581,140306.3849102266
1582,131229.7081983332
1583,282086.0731537746
1584,231741.38352475333
1585,143677.456611812
1586,73762.3166300869
1587,102778.81032989666
1588,142736.19910355366
1589,106805.92810626647
1590,125466.327421615
1591,100835.55112784161
1592,119159.81108773121
1593,137242.97958114292
1594,121634.59865467128
1595,134803.62437795763
1596,240409.77292963094
1597,180482.95229985166
1598,202990.08942663256
1599,159340.04268088273
1600,182161.79895026828
1601,40802.398956886325
1602,115461.94640912238
1603,87103.19455725678
1604,280098.36198686156
1605,251507.7251310176
1606,174092.98962954475
1607,185658.72630110316
1608,191621.3047090413
1609,192330.61465149437
1610,152466.6384988925
1611,151136.15043306467
1612,175895.58757659903
1613,162058.29320692207
1614,107140.74074758042
1615,78311.55474002013
1616,80599.84027696807
1617,86970.89578832472
1618,118606.18076047044
1619,145435.00695003857
1620,164758.04339197226
1621,138402.6323385897
1622,134839.3816871743
1623,249029.8835967202
1624,205494.45715405888
1625,133355.44814132623
1626,162687.27176476177
1627,176669.32798192016
1628,264864.05282249814
1629,168743.721863265
1630,330875.0629013564
1631,206108.58341156808
1632,259154.24994307754
1633,157192.8438948865
1634,179877.87650187238
1635,173938.61368177773
1636,161756.35292702098
1637,170804.42078034912
1638,225632.56958150136
1639,167333.0679422271
1640,259229.23035654993
1641,170099.10172897924
1642,229151.81928595394
1643,245187.4864919011
1644,236994.32202777633
1645,165024.44079017622
1646,151695.15546271708
1647,169826.2248818914
1648,147755.54828621156
1649,134292.89770995747
1650,116061.24892142515
1651,114472.69129124492
1652,100101.11974232589
1653,100101.11974232589
1654,153894.27650515438
1655,136782.94183290604
1656,149369.15707442487
1657,150587.9867914098
1658,148436.49501755272
1659,116414.28123657682
1660,138089.23381473756
1661,436855.2951067744
1662,416763.48854027735
1663,386210.43159423396
1664,498902.58987643855
1665,337359.65876555344
1666,303048.50718419644
1667,376485.5701258292
1668,333537.6858011051
1669,286401.97228814196
1670,349963.67664207506
1671,228256.03866170402
1672,427353.2607001127
1673,299123.3437918951
1674,253231.44141944536
1675,188209.57029613337
1676,187863.00662531206
1677,207599.57626287744
1678,449351.0868099782
1679,366823.5496488854
1680,306689.565035095
1681,253287.14651162238
1682,301550.626415915
1683,183878.6174334278
1684,181714.73332111395
1685,172469.67164613248
1686,179222.56841659246
1687,164193.23525522935
1688,199184.35689442855
1689,199448.64960134568
1690,185497.04998301496
1691,172751.86827844157
1692,280239.5287112444
1693,164193.23525522935
1694,170543.44953940925
1695,163670.88044993067
1696,282809.6720455134
1697,157388.07550758575
1698,347416.88727011054
1699,309927.4995879011
1700,239958.11007831997
1701,283757.1309166258
1702,267955.8481503795
1703,267598.7191531028
1704,267371.7040070149
1705,234456.48123388868
1706,402181.5307199864
1707,218361.55562420763
1708,197387.89179774674
1709,258597.66097581302
1710,215873.3681740685
1711,266735.8430190287
1712,262180.09448009403
1713,255479.89456222384
1714,223493.91440403363
1715,209927.46021362883
1716,190295.2814380968
1717,168885.40795333462
1718,142200.5948699482
1719,210704.0083065347
1720,234337.91512906775
1721,170090.26293764464
1722,140404.18048389928
1723,158712.0413807329
1724,195788.56523249488
1725,220602.27135789045
1726,184326.56106307896
1727,173276.63431353844
1728,188477.98488196658
1729,164519.01421074165
1730,153367.74912262577
1731,135259.89486716953
1732,130975.36670673976
1733,122714.69752279509
1734,134861.16941784738
1735,130172.47899730099
1736,124869.02638298413
1737,326223.16528796504
1738,214378.0680443687
1739,242354.1122971912
1740,205597.80987601582
1741,167035.35641441215
1742,181016.46780963746
1743,181075.66466992427
1744,291107.6653717029
1745,246369.25540628648
1746,230039.96654648404
1747,211420.25349461113
1748,215196.6270359681
1749,157615.59108537226
1750,147426.01545719922
1751,224466.7009556029
1752,121171.38944840523
1753,159479.02956422974
1754,200483.63532383242
1755,171630.6593430766
1756,117175.24303599099
1757,122901.01202540867
1758,131406.93092966627
1759,161805.05500018908
1760,165698.107745765
1761,156157.26578767417
1762,148510.32331399265
1763,176461.70043783973
1764,126530.8835263149
1765,188341.38552161062
1766,164709.15496858527
1767,189879.1419104377
1768,144264.00267002458
1769,184093.2542238816
1770,141279.84256870835
1771,145577.56394301853
1772,150635.01625402938
1773,139627.1444889638
1774,157046.97211102772
1775,138163.19054464914
1776,134366.72762836597
1777,96937.63484441255
1778,137535.03153640556
1779,115899.54005130228
1780,182768.3962898959
1781,146827.52645732244
1782,81959.80001899942
1783,135947.95493210288
1784,95449.16023535366
1785,136718.51469057464
1786,161108.53584603488
1787,152563.38715788326
1788,58281.95091388193
1789,124287.27641228319
1790,75808.26322260326
1791,193969.05885160886
1792,146289.7408039141
1793,124878.54118029703
1794,148247.88503924344
1795,141630.64872937519
1796,121114.97239678021
1797,140957.43715705414
1798,131226.90701596634
1799,104130.66336143401
1800,121827.78076034045
1801,123901.42150326527
1802,164071.9470336097
1803,167705.37475909834
1804,140645.62873907658
1805,136931.7385575136
1806,123375.31112468122
1807,148930.30392906617
1808,137644.04773560035
1809,118946.23372691833
1810,131641.75545843126
1811,90125.58802980045
1812,123134.78867940782
1813,107966.9223982684
1814,107796.25689012189
1815,66988.60065555651
1816,98906.7100505784
1817,138756.19464646507
1818,149819.17980973294
